PROYECTO;ETAPA;MANZANA;LOTE;AREA_m2;PRECIO_CONTADO_SOLES;PRECIO_CONTADO_DOLARES;PRECIO_CONTADO_DSCTO;12_MESES_SOLES;24_MESES_SOLES;12_MESES_DOLARES;24_MESES_DOLARES
OASIS 1 (HUACHO 1);1;F;20;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;21;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;22;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;23;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;24;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;25;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;26;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;27;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;F;28;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;1;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;2;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;3;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;4;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;5;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;6;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;7;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;8;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;9;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;10;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;12;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;13;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;14;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;15;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;16;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;17;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;18;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;19;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;20;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;21;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;22;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;23;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;24;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;25;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;26;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;27;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);1;G;28;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;1;133,22;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;2;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;3;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;4;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;5;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;6;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;7;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;8;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;9;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;10;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;12;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;13;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;14;119,44;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;15;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;16;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;17;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;18;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;19;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;20;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;21;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;22;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;23;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;24;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;25;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;H;26;132,66;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;1;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;2;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;3;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;4;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;5;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;6;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;7;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;8;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;9;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;10;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;12;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;13;119,44;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;14;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;15;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;16;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;17;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;18;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;19;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;20;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;21;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;I;22;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;1;120,15;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;2;120,15;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;3;120,15;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;4;120,15;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;5;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;6;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;7;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;8;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;9;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;10;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;11;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;12;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;13;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;14;108,79;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;15;106,92;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;16;106,92;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;17;108,79;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;18;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;19;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;20;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;21;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;22;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;23;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;24;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;25;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;J;26;120,15;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;1;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;2;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;3;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;4;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;5;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;6;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;7;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;8;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;9;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;10;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;12;119,44;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;13;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;14;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;15;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;16;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;17;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;18;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;19;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;20;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;21;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;K;22;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;1;132,66;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;2;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;3;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;4;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;5;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;6;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;7;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;8;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;9;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;10;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;12;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;13;119,44;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;14;120;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;15;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;16;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;17;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;18;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;19;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;20;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;21;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;22;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;23;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;24;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;25;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);2;L;26;133,22;17000,00;0,00;0,00;18650,00;20300,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;1;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;2;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;3;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;4;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;5;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;6;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;7;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;8;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;9;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;10;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;11;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;12;120;14000,00;0,00;0,00;15200,00;16400,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;13;120;14000,00;0,00;0,00;15200,00;16400,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;14;120;15000,00;0,00;0,00;16350,00;1770,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;15;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;16;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;17;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;18;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;19;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;20;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;21;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;22;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;23;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;24;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;25;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;26;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;27;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;M;28;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;1;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;2;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;3;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;4;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;5;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;6;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;7;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;8;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;9;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;10;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;11;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;12;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;13;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;14;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;15;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;16;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;17;120;15000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;18;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;19;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;20;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;21;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
