PROYECTO;ETAPA;MANZANA;LOTE;AREA_m2;PRECIO_CONTADO_SOLES;PRECIO_CONTADO_DOLARES;PRECIO_CONTADO_DSCTO;12_MESES_SOLES;24_MESES_SOLES;12_MESES_DOLARES;24_MESES_DOLARES
OASIS 1 (HUACHO 1);3;N;22;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;23;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;24;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;25;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;26;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;27;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;N;28;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;1;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;2;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;3;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;4;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;5;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;6;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;7;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;8;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;9;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;10;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;11;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;12;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;13;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;14;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;15;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;16;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;17;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;18;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;19;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;20;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;21;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;22;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;23;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;24;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;25;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;26;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;27;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;O;28;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;1;119,44;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;2;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;3;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;4;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;5;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;6;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;7;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;8;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;9;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;10;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;11;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;12;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;13;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;14;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;15;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;16;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;17;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;18;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;19;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;20;120;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;21;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;22;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;23;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;24;120;16000,00;0,00;0,00;17500,00;19000,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;25;120;14000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;26;120;14000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;27;120;14000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;P;28;120;14000,00;0,00;0,00;16350,00;17700,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;1;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;2;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;3;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;4;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;5;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;6;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;7;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;8;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;9;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;10;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;11;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;12;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;13;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;14;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;15;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;16;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;17;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;18;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;19;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;20;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;21;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;22;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;23;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;24;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;25;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;26;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;27;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;28;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;29;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;30;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;31;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;32;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;33;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;34;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;35;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;36;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;37;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;38;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;39;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;40;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;41;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;42;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;43;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;44;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;45;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;46;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;47;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;48;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;49;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;50;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;51;90;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 1 (HUACHO 1);3;Q;52;107,15;13000,00;0,00;0,00;14050,00;15100,00;0,00;0,00
OASIS 2 (AUCALLAMA);1;A;1;126,32;0,00;15500,00;13950,00;0,00;0,00;18600,00;26040,00
OASIS 2 (AUCALLAMA);1;A;2;126,32;0,00;15000,00;13500,00;0,00;0,00;13500,00;18900,00
OASIS 2 (AUCALLAMA);1;A;3;126,32;0,00;15000,00;13500,00;0,00;0,00;18000,00;25200,00
OASIS 2 (AUCALLAMA);1;A;4;126,32;0,00;15000,00;13500,00;0,00;0,00;18000,00;25200,00
OASIS 2 (AUCALLAMA);1;A;5;126,32;0,00;15000,00;13500,00;0,00;0,00;18000,00;25200,00
OASIS 2 (AUCALLAMA);1;A;6;263,2;0,00;30000,00;27000,00;0,00;0,00;36000,00;50400,00
OASIS 2 (AUCALLAMA);1;B;1;157,73;0,00;19000,00;17100,00;0,00;0,00;22800,00;31920,00
OASIS 2 (AUCALLAMA);1;B;2;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;3;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;4;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;5;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;6;137,73;0,00;14900,00;13410,00;0,00;0,00;17880,00;25032,00
OASIS 2 (AUCALLAMA);1;B;7;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;8;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;9;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;10;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;11;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;12;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;B;13;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;B;14;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;B;15;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;B;16;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;B;17;214,34;0,00;24506,00;22055,40;0,00;0,00;29407,20;41170,08
OASIS 2 (AUCALLAMA);1;B;18;135,91;0,00;16271,00;14643,90;0,00;0,00;19525,20;27335,28
OASIS 2 (AUCALLAMA);1;B;19;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;20;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;21;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;22;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;23;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;24;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;25;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;26;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;B;27;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;1;206,71;0,00;23705,00;21334,50;0,00;0,00;28446,00;39824,40
OASIS 2 (AUCALLAMA);1;C;2;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;3;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;4;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;5;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;6;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;C;7;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;C;8;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;9;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;10;160,79;0,00;18883,00;16994,70;0,00;0,00;22659,60;31723,44
OASIS 2 (AUCALLAMA);1;C;11;165,67;0,00;19395,00;17455,50;0,00;0,00;23274,00;32583,60
OASIS 2 (AUCALLAMA);1;C;12;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;13;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;14;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;15;120;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;C;16;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;C;17;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;C;18;115,05;0,00;13505,00;12154,50;0,00;0,00;16206,00;22688,40
OASIS 2 (AUCALLAMA);1;C;19;152,53;0,00;17253,00;15527,70;0,00;0,00;20703,60;28985,04
OASIS 2 (AUCALLAMA);1;D;1;113,72;0,00;16941,00;15246,90;0,00;0,00;20329,20;28460,88
OASIS 2 (AUCALLAMA);1;D;2;106,69;0,00;15202,00;13681,80;0,00;0,00;18242,40;25539,36
OASIS 2 (AUCALLAMA);1;D;3;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;4;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;5;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;6;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;7;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;8;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;9;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;10;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;11;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;12;116,54;0,00;14154,00;12738,60;0,00;0,00;16984,80;23778,72
OASIS 2 (AUCALLAMA);1;D;13;112,04;0,00;14154,00;12738,60;0,00;0,00;16984,80;23778,72
OASIS 2 (AUCALLAMA);1;D;14;158,51;0,00;19144,00;17229,60;0,00;0,00;22972,80;32161,92
OASIS 2 (AUCALLAMA);1;D;15;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;16;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;17;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;18;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;19;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;20;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;21;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;22;120;0,00;14600,00;13140,00;0,00;0,00;17520,00;24528,00
OASIS 2 (AUCALLAMA);1;D;23;116,92;0,00;13963,00;12566,70;0,00;0,00;16755,60;23457,84
OASIS 2 (AUCALLAMA);1;D;24;164,34;0,00;18934,00;17040,60;0,00;0,00;22720,80;31809,12
OASIS 2 (AUCALLAMA);1;E;1;124,19;0,00;15000,00;13500,00;0,00;0,00;18000,00;25200,00
OASIS 2 (AUCALLAMA);1;E;2;110,78;0,00;14000,00;12600,00;0,00;0,00;16800,00;23520,00
OASIS 2 (AUCALLAMA);1;E;3;144,67;0,00;16967,00;15270,30;0,00;0,00;20360,40;28504,56
OASIS 2 (AUCALLAMA);1;E;4;173,91;0,00;19000,00;17100,00;0,00;0,00;22800,00;31920,00
OASIS 2 (AUCALLAMA);1;E;5;177,74;0,00;19774,00;17796,60;0,00;0,00;23728,80;33220,32
OASIS 2 (AUCALLAMA);1;E;6;177,74;0,00;19774,00;17796,60;0,00;0,00;23728,80;33220,32
OASIS 2 (AUCALLAMA);1;E;7;177,74;0,00;19774,00;17796,60;0,00;0,00;23728,80;33220,32
OASIS 2 (AUCALLAMA);1;E;8;177,74;0,00;19774,00;17796,60;0,00;0,00;23728,80;33220,32
OASIS 2 (AUCALLAMA);1;E;9;172,83;0,00;19283,00;17354,70;0,00;0,00;23139,60;32395,44
OASIS 2 (AUCALLAMA);1;E;10;196,15;0,00;21615,00;19453,50;0,00;0,00;25938,00;36313,20
OASIS 3 (HUACHO 2);1;J;1;130,5;13500,00;0,00;12150,00;14625,00;15750,00;0,00;0,00
OASIS 3 (HUACHO 2);1;J;2;120;12000,00;0,00;10800,00;12900,00;13800,00;0,00;0,00
